ref_number,pa_domain_subgroup,line_id,delete,only_stratified_data?,stratified_by,first_author,outcome,overall,outcome_type,sex,sex_subgroups,n_baseline,mean_followup,tot_personyrs,n_months_excluded,total_cases,n_per_category,person_years_per_category,cases_per_category,effect_measure,least_adj_effect,least_adj_lci,least_adj_uci,no_bmi_effect,no_bmi_lci,no_bmi_uci,most_adj_effect,most_adj_lci,most_adj_uci,line_id2,study_section,m_met_h_wk
193,LTPA,10,,Yes,Sex,Matthews C,All-cause cancer,0,Fatal,Men,1,26207,6.4,167726,0,507,5176,33126,101,HR,0.8,0.63,1.03,,,,0.79,0.62,1.01,2,9,10.66
193,LTPA,11,,Yes,Sex,Matthews C,All-cause cancer,0,Fatal,Men,1,26207,6.4,167726,0,507,5340,34174,81,HR,0.77,0.59,1.01,,,,0.76,0.58,0.99,3,9,20.05
193,LTPA,12,,Yes,Sex,Matthews C,All-cause cancer,0,Fatal,Men,1,26207,6.4,167726,0,507,8660,55425,122,HR,0.77,0.6,1,,,,0.76,0.59,0.99,4,9,31.63
193,LTPA,13,,Yes,Sex,Matthews C,All-cause mortality,0,Fatal,Women,2,37101,6.4,237445,0,1503,8770,56125,490,HR,1,,,,,,1,,,1,10,3.52
193,LTPA,14,,Yes,Sex,Matthews C,All-cause mortality,0,Fatal,Women,2,37101,6.4,237445,0,1503,10701,68487,440,HR,0.88,0.77,1.01,,,,0.87,0.76,1,2,10,10.66
193,LTPA,15,,Yes,Sex,Matthews C,All-cause mortality,0,Fatal,Women,2,37101,6.4,237445,0,1503,10458,66933,361,HR,0.84,0.73,0.98,,,,0.83,0.72,0.96,3,10,20.05
193,LTPA,16,,Yes,Sex,Matthews C,All-cause mortality,0,Fatal,Women,2,37101,6.4,237445,0,1503,7172,45900,212,HR,0.85,0.71,1.01,,,,0.83,0.69,0.99,4,10,31.63
193,LTPA,17,,Yes,Sex,Matthews C,All-cause CVD ,0,Fatal,Women,2,37101,6.4,237445,0,431,8770,56125,139,HR,1,,,,,,1,,,1,11,3.52
193,LTPA,18,,Yes,Sex,Matthews C,All-cause CVD ,0,Fatal,Women,2,37101,6.4,237445,0,431,10701,68487,115,HR,0.87,0.67,1.12,,,,0.86,0.67,1.11,2,11,10.66
193,LTPA,19,,Yes,Sex,Matthews C,All-cause CVD ,0,Fatal,Women,2,37101,6.4,237445,0,431,10458,66933,109,HR,0.97,0.74,1.27,,,,0.96,0.74,1.26,3,11,20.05
193,LTPA,20,,Yes,Sex,Matthews C,All-cause CVD ,0,Fatal,Women,2,37101,6.4,237445,0,431,7172,45900,68,HR,1.07,0.78,1.47,,,,1.05,0.77,1.45,4,11,31.63
193,LTPA,21,,Yes,Sex,Matthews C,All-cause cancer,0,Fatal,Women,2,37101,6.4,237445,0,398,8770,56125,125,HR,1,,,,,,1,,,1,12,3.52
193,LTPA,22,,Yes,Sex,Matthews C,All-cause cancer,0,Fatal,Women,2,37101,6.4,237445,0,398,10701,68487,118,HR,0.84,0.65,1.09,,,,0.85,0.65,1.11,2,12,10.66
193,LTPA,23,,Yes,Sex,Matthews C,All-cause cancer,0,Fatal,Women,2,37101,6.4,237445,0,398,10458,66933,98,HR,0.83,0.62,1.09,,,,0.83,0.62,1.1,3,12,20.05
193,LTPA,24,,Yes,Sex,Matthews C,All-cause cancer,0,Fatal,Women,2,37101,6.4,237445,0,398,7172,45900,57,HR,0.81,0.57,1.14,,,,0.81,0.58,1.14,4,12,31.63
203,LTPA,1,,No,,Ou SM.,All-cause mortality,1,Fatal,Both,3,83820,3.6,281678,0,5040,10474,32248,1234,HR,1,,,1,,,1,,,1,1,0
203,LTPA,2,,No,,Ou SM.,All-cause mortality,1,Fatal,Both,3,83820,3.6,281678,0,5040,28151,93796,1902,HR,0.53,0.49,0.56,0.53,0.49,0.56,0.75,0.7,0.81,2,1,1.75
203,LTPA,3,,No,,Ou SM.,All-cause mortality,1,Fatal,Both,3,83820,3.6,281678,0,5040,45195,155634,1905,HR,0.32,0.3,0.35,0.32,0.3,0.35,0.55,0.51,0.59,3,1,5.25
87,LTPA,1,,No,,"Nicodemus, K",Kidney cancer,1,Both,Women,2,34637,14,466398,0,124,16464,221380,58,HR,1,,,1,,,1,,,1,1,0
87,LTPA,2,,No,,"Nicodemus, K",Kidney cancer,1,Both,Women,2,34637,14,466398,0,124,9552,128439,40,HR,1.18,0.72,1.94,1.18,0.72,1.94,1.18,0.72,1.94,2,1,3.75
87,LTPA,3,,No,,"Nicodemus, K",Kidney cancer,1,Both,Women,2,34637,14,466398,0,124,8670,116579,27,HR,0.87,0.54,1.39,0.87,0.54,1.39,0.87,0.54,1.39,3,1,9.38
88,LTPA,1,,No,,Tripathi A,Bladder cancer,1,Both,Women,2,37459,13,435571,0,110,,204509,63,HR,1,,,1,,,1,,,1,1,0
88,LTPA,2,,No,,Tripathi A,Bladder cancer,1,Both,Women,2,37459,13,435571,0,110,,120971,23,HR,0.62,0.38,1,0.62,0.38,1,0.62,0.38,1,2,1,3.75
88,LTPA,3,,No,,Tripathi A,Bladder cancer,1,Both,Women,2,37459,13,435571,0,110,,110091,25,HR,0.73,0.46,1.17,0.73,0.46,1.17,0.73,0.46,1.17,3,1,9.38
183,LTPA,1,,Yes,Sex,McDonell,Stroke,0,Both,Women,2,15165,5.7,86441,0,449,3777,21529,105,HR,0.87,0.69,1.1,0.84,0.66,1.07,0.91,0.7,1.18,1,1,13.13
183,LTPA,2,,Yes,Sex,McDonell,Stroke,0,Both,Women,2,15165,5.7,86441,0,449,5498,31339,146,HR,0.87,0.75,1.01,0.83,0.71,0.98,0.9,0.71,1.14,2,1,5.25
183,LTPA,3,,Yes,Sex,McDonell,Stroke,0,Both,Women,2,15165,5.7,86441,0,449,5890,33573,198,HR,1,,,1,,,1,,,3,1,0
183,LTPA,4,,Yes,Sex,McDonell,Stroke,0,Both,Men,1,12183,5.7,69443,0,469,4410,25137,149,HR,0.83,0.65,1.05,0.86,0.67,1.11,0.88,0.68,1.15,1,2,13.13
183,LTPA,5,,Yes,Sex,McDonell,Stroke,0,Both,Men,1,12183,5.7,69443,0,469,4505,25679,188,HR,1.07,0.92,1.25,1.09,0.93,1.27,1.14,0.92,1.42,2,2,5.25
183,LTPA,6,,Yes,Sex,McDonell,Stroke,0,Both,Men,1,12183,5.7,69443,0,469,3268,18628,132,HR,1,,,1,,,1,,,3,2,0
123,LTPA,1,,Yes,Sex,Albanes,All-cause cancer,0,Both,Men,1,5138,10,51380,0,460,1922,19224,185,HR,1,,,1,,,1,,,1,1,0
123,LTPA,2,,Yes,Sex,Albanes,All-cause cancer,0,Both,Men,1,5138,10,51380,0,460,2024,20244,179,HR,0.92,0.76,1.11,0.92,0.76,1.11,0.92,0.76,1.11,2,1,3.75
123,LTPA,3,,Yes,Sex,Albanes,All-cause cancer,0,Both,Men,1,5138,10,51380,0,460,1191,11912,96,HR,0.83,0.66,1.05,0.83,0.66,1.05,0.83,0.66,1.05,3,1,9.38
123,LTPA,4,,Yes,Sex,Albanes,All-cause cancer,0,Both,Women,2,7408,10,74070,0,399,3645,36445,196,HR,1,,,1,,,1,,,1,2,0
123,LTPA,5,,Yes,Sex,Albanes,All-cause cancer,0,Both,Women,2,7408,10,74070,0,399,2736,27356,147,HR,1,0.81,1.24,1,0.81,1.24,1,0.81,1.24,2,2,3.75
123,LTPA,6,,Yes,Sex,Albanes,All-cause cancer,0,Both,Women,2,7408,10,74070,0,399,1027,10269,55,HR,1,0.73,1.36,1,0.73,1.36,1,0.73,1.36,3,2,9.38
125,LTPA,1,,No,,Richard A.,All-cause mortality,1,Fatal,Both,3,15307,13.2,202052,0,2864,3060,40392,824,HR,1,,,,,,1,,,1,1,0
125,LTPA,2,,No,,Richard A.,All-cause mortality,1,Fatal,Both,3,15307,13.2,202052,0,2864,5655,74646,809,HR,0.73,0.59,0.89,,,,0.73,0.59,0.89,2,1,5.25
125,LTPA,3,,No,,Richard A.,All-cause mortality,1,Fatal,Both,3,15307,13.2,202052,0,2864,6592,87014,1231,HR,0.75,0.64,0.88,,,,0.75,0.64,0.88,3,1,15.75
125,LTPA,4,,No,,Richard A.,All-cause mortality,0,Fatal,Men,1,7146,13.2,94327,0,1548,1032,13622,319,HR,1,,,,,,1,,,1,2,0
125,LTPA,5,,No,,Richard A.,All-cause mortality,0,Fatal,Men,1,7146,13.2,94327,0,1548,2497,32960,444,HR,0.72,0.52,0.99,,,,0.72,0.52,0.99,2,2,5.25
125,LTPA,6,,No,,Richard A.,All-cause mortality,0,Fatal,Men,1,7146,13.2,94327,0,1548,3617,47744,785,HR,0.8,0.61,1.03,,,,0.8,0.61,1.03,3,2,15.75
125,LTPA,7,,No,,Richard A.,All-cause mortality,0,Fatal,Women,2,8161,13.2,107725,0,1316,2028,26770,505,HR,1,,,,,,1,,,1,3,0
125,LTPA,8,,No,,Richard A.,All-cause mortality,0,Fatal,Women,2,8161,13.2,107725,0,1316,3158,41686,365,HR,0.73,0.61,0.88,,,,0.73,0.61,0.88,2,3,5.25
125,LTPA,9,,No,,Richard A.,All-cause mortality,0,Fatal,Women,2,8161,13.2,107725,0,1316,2975,39270,446,HR,0.69,0.57,0.84,,,,0.69,0.57,0.84,3,3,15.75
126,LTPA,1,,No,,Reddigan JI.,All-cause CVD ,1,Fatal,Both,3,10261,13.4,137497,0,1095,2077,27832,337,HR,1,,,1,,,1,,,1,1,0
126,LTPA,2,,No,,Reddigan JI.,All-cause CVD ,1,Fatal,Both,3,10261,13.4,137497,0,1095,4431,59375,376,HR,0.72,0.62,0.84,0.72,0.62,0.84,0.72,0.62,0.84,2,1,8.19
126,LTPA,3,,No,,Reddigan JI.,All-cause CVD ,1,Fatal,Both,3,10261,13.4,137497,0,1095,3753,50290,382,HR,0.72,0.61,0.84,0.72,0.61,0.84,0.72,0.62,0.85,3,1,12.78
322,LTPA,1,,No,,Prineas R.,Coronary heart disease,1,Fatal,Women,2,33988,4,143000,0,115,,65797,63,HR,1,,,1,,,1,,,1,1,0
322,LTPA,2,,No,,Prineas R.,Coronary heart disease,1,Fatal,Women,2,33988,4,143000,0,115,,39263,25,HR,0.7,0.4,1,0.7,0.4,1,0.8,0.5,1.4,2,1,6.38
322,LTPA,3,,No,,Prineas R.,Coronary heart disease,1,Fatal,Women,2,33988,4,143000,0,115,,35681,25,HR,0.7,0.4,1.1,0.7,0.4,1.1,1.1,0.7,1.8,3,1,15.94
257,LTPA,1,,No,,Wu et al.,All-cause CVD ,1,Fatal,Both,3,77541,3.3,254211,0,877,8487,27824,150,HR,1,,,,,,1,,,1,1,0
257,LTPA,2,,No,,Wu et al.,All-cause CVD ,1,Fatal,Both,3,77541,3.3,254211,0,877,28780,94353,350,HR,0.82,0.67,1,,,,0.82,0.67,1,2,1,3.94
257,LTPA,3,,No,,Wu et al.,All-cause CVD ,1,Fatal,Both,3,77541,3.3,254211,0,877,40274,132035,377,HR,0.72,0.59,0.88,,,,0.72,0.59,0.88,3,1,10.5
257,LTPA,4,,No,,Wu et al.,All-cause cancer,1,Fatal,Both,3,77541,3.3,254211,0,1438,8487,27824,215,HR,1,,,,,,1,,,1,2,0
257,LTPA,5,,No,,Wu et al.,All-cause cancer,1,Fatal,Both,3,77541,3.3,254211,0,1438,28780,94353,568,HR,0.82,0.7,0.96,,,,0.82,0.7,0.96,2,2,3.94
257,LTPA,6,,No,,Wu et al.,All-cause cancer,1,Fatal,Both,3,77541,3.3,254211,0,1438,40274,132035,655,HR,0.72,0.61,0.84,,,,0.72,0.61,0.84,3,2,10.5
106,LTPA,1,,No,,Armstrong et al.,Coronary heart disease,1,Both,Women,2,992528,9,8932752,48,,206418,1857762,11954,HR,1,,,1,,,1,,,1,1,0
106,LTPA,2,,No,,Armstrong et al.,Coronary heart disease,1,Both,Women,2,992528,9,8932752,48,,239540,2155860,9990,HR,0.78,0.77,0.79,0.78,0.77,0.79,0.87,0.85,0.88,2,1,1.31
106,LTPA,3,,No,,Armstrong et al.,Coronary heart disease,1,Both,Women,2,992528,9,8932752,48,,236258,2126322,9234,HR,0.71,0.7,0.72,0.71,0.7,0.72,0.84,0.82,0.85,3,1,6.56
106,LTPA,4,,No,,Armstrong et al.,Coronary heart disease,1,Both,Women,2,992528,9,8932752,48,,88381,795429,2996,HR,0.62,0.6,0.64,0.62,0.6,0.64,0.75,0.73,0.78,4,1,13.13
106,LTPA,5,,No,,Armstrong et al.,Coronary heart disease,1,Both,Women,2,992528,9,8932752,48,,221931,1997379,9282,HR,0.74,0.73,0.75,0.74,0.73,0.75,0.83,0.82,0.85,5,1,21
106,LTPA,6,,No,,Armstrong et al.,Stroke,1,Both,Women,2,1000316,9,9002844,48,,208863,1879767,4207,HR,1,,,1,,,1,,,1,2,0
106,LTPA,7,,No,,Armstrong et al.,Stroke,1,Both,Women,2,1000316,9,9002844,48,,241440,2172960,3427,HR,0.77,0.74,0.8,0.77,0.74,0.8,0.87,0.84,0.9,2,2,1.31
106,LTPA,8,,No,,Armstrong et al.,Stroke,1,Both,Women,2,1000316,9,9002844,48,,237858,2140722,3189,HR,0.69,0.66,0.72,0.69,0.66,0.72,0.8,0.77,0.83,3,2,6.56
106,LTPA,9,,No,,Armstrong et al.,Stroke,1,Both,Women,2,1000316,9,9002844,48,,88878,799902,1245,HR,0.71,0.67,0.75,0.71,0.67,0.75,0.83,0.79,0.88,4,2,13.13
106,LTPA,10,,No,,Armstrong et al.,Stroke,1,Both,Women,2,1000316,9,9002844,48,,223277,2009493,3704,HR,0.82,0.8,0.84,0.82,0.8,0.84,0.88,0.86,0.91,5,2,21
182,LTPA,1,,No,,Lear SA. ,All-cause mortality,1,Fatal,Both,3,130519,6.9,900581,24,5334,23549,162488,1396,HR,1,,,1,,,1,,,1,1,0
182,LTPA,2,,No,,Lear SA. ,All-cause mortality,1,Fatal,Both,3,130519,6.9,900581,24,5334,49245,339791,1181,HR,0.85,0.78,0.93,0.85,0.78,0.93,0.85,0.78,0.93,2,1,23.87
182,LTPA,3,,No,,Lear SA. ,All-cause mortality,1,Fatal,Both,3,130519,6.9,900581,24,5334,57725,398303,2057,HR,0.69,0.63,0.76,0.69,0.63,0.76,0.69,0.63,0.76,3,1,58
182,LTPA,4,,No,,Lear SA. ,All-cause mortality,0,Fatal,Men,1,54621,6.9,376885,0,2234,11080,76452,556,HR,1,,,1,,,1,,,1,2,0
182,LTPA,5,,No,,Lear SA. ,All-cause mortality,0,Fatal,Men,1,54621,6.9,376885,0,2234,18224,125746,777,HR,0.85,0.76,0.95,0.85,0.76,0.95,0.85,0.76,0.95,2,2,23.87
182,LTPA,6,,No,,Lear SA. ,All-cause mortality,0,Fatal,Men,1,54621,6.9,376885,0,2234,25317,174687,901,HR,0.71,0.64,0.79,0.71,0.64,0.79,0.71,0.64,0.79,3,2,58
182,LTPA,7,,No,,Lear SA. ,All-cause mortality,0,Fatal,Women,2,76222,6.9,525932,0,1716,12551,86602,395,HR,1,,,1,,,1,,,1,3,0
182,LTPA,8,,No,,Lear SA. ,All-cause mortality,0,Fatal,Women,2,76222,6.9,525932,0,1716,31124,214756,726,HR,0.74,0.66,0.84,0.74,0.66,0.84,0.74,0.66,0.84,2,3,23.87
182,LTPA,9,,No,,Lear SA. ,All-cause mortality,0,Fatal,Women,2,76222,6.9,525932,0,1716,32547,224574,595,HR,0.58,0.51,0.65,0.58,0.51,0.65,0.58,0.51,0.65,3,3,58
182,LTPA,10,,No,,Lear SA. ,All-cause CVD ,1,Fatal,Both,3,130519,6.9,900581,24,1294,23549,162488,377,HR,1,,,1,,,1,,,1,4,0
182,LTPA,11,,No,,Lear SA. ,All-cause CVD ,1,Fatal,Both,3,130519,6.9,900581,24,1294,49245,339791,480,HR,0.76,0.63,0.93,0.76,0.63,0.93,0.76,0.63,0.93,2,4,23.87
182,LTPA,12,,No,,Lear SA. ,All-cause CVD ,1,Fatal,Both,3,130519,6.9,900581,24,1294,57725,398303,437,HR,0.64,0.53,0.77,0.64,0.53,0.77,0.64,0.53,0.77,3,4,58
182,LTPA,13,,No,,Lear SA. ,All-cause CVD ,1,Both,Both,3,130519,6.9,900581,24,4400,23549,162488,1000,HR,1,,,1,,,1,,,1,5,0
182,LTPA,14,,No,,Lear SA. ,All-cause CVD ,1,Both,Both,3,130519,6.9,900581,24,4400,49245,339791,1682,HR,0.87,0.79,0.96,0.87,0.79,0.96,0.87,0.79,0.96,2,5,23.87
182,LTPA,15,,No,,Lear SA. ,All-cause CVD ,1,Both,Both,3,130519,6.9,900581,24,4400,57725,398303,1718,HR,0.8,0.73,0.89,0.8,0.73,0.89,0.8,0.73,0.89,3,5,58
182,LTPA,16,,No,,Lear SA. ,Coronary Heart Disease,1,Both,Both,3,130519,6.9,900581,24,1987,23549,162488,496,HR,1,,,1,,,1,,,1,6,0
182,LTPA,17,,No,,Lear SA. ,Coronary Heart Disease,1,Both,Both,3,130519,6.9,900581,24,1987,49245,339791,730,HR,0.8,0.69,0.93,0.8,0.69,0.93,0.8,0.69,0.93,2,6,23.87
182,LTPA,18,,No,,Lear SA. ,Coronary Heart Disease,1,Both,Both,3,130519,6.9,900581,24,1987,57725,398303,761,HR,0.75,0.65,0.87,0.75,0.65,0.87,0.75,0.65,0.87,3,6,58
182,LTPA,19,,No,,Lear SA. ,Stroke,1,Both,Both,3,130519,6.9,900581,24,2086,23549,162488,427,HR,1,,,1,,,1,,,1,7,0
182,LTPA,20,,No,,Lear SA. ,Stroke,1,Both,Both,3,130519,6.9,900581,24,2086,49245,339791,820,HR,0.95,0.83,1.09,0.95,0.83,1.09,0.95,0.83,1.09,2,7,23.87
182,LTPA,21,,No,,Lear SA. ,Stroke,1,Both,Both,3,130519,6.9,900581,24,2086,57725,398303,839,HR,0.88,0.77,1.02,0.88,0.77,1.02,0.88,0.77,1.02,3,7,58
182,LTPA,22,,No,,Lear SA. ,Heart failure,1,Both,Both,3,130519,6.9,900581,24,386,23549,162488,84,HR,1,,,1,,,1,,,1,8,0
182,LTPA,23,,No,,Lear SA. ,Heart failure,1,Both,Both,3,130519,6.9,900581,24,386,49245,339791,144,HR,0.77,0.56,1.06,0.77,0.56,1.06,0.77,0.56,1.06,2,8,23.87
182,LTPA,24,,No,,Lear SA. ,Heart failure,1,Both,Both,3,130519,6.9,900581,24,386,57725,398303,158,HR,0.78,0.57,1.06,0.78,0.57,1.06,0.78,0.57,1.06,3,8,58
187,LTPA,1,,No,,Alvarez-Alvarez I.,All-cause mortality,1,Fatal,Both,3,19467,10.3,185877,0,305,3643,35105,93,HR,1,,,1,,,1,,,1,1,3.83
187,LTPA,2,,No,,Alvarez-Alvarez I.,All-cause mortality,1,Fatal,Both,3,19467,10.3,185877,0,305,10732,103136,157,HR,0.59,0.46,0.77,0.58,0.45,0.75,0.56,0.42,0.76,2,1,14.82
187,LTPA,3,,No,,Alvarez-Alvarez I.,All-cause mortality,1,Fatal,Both,3,19467,10.3,185877,0,305,5092,47636,55,HR,0.46,0.33,0.64,0.44,0.31,0.62,0.48,0.33,0.71,3,1,31.74
313,LTPA,1,,No,,Lee IM,Stroke,1,Both,Men,1,11130,13,119880,0,378,3450,37160,146,HR,1,,,1,,,1,,,1,1,4.74
313,LTPA,2,,No,,Lee IM,Stroke,1,Both,Men,1,11130,13,119880,0,378,3194,34402,103,HR,0.76,0.59,0.98,0.76,0.59,0.98,0.76,0.59,0.98,2,1,15.92
313,LTPA,3,,No,,Lee IM,Stroke,1,Both,Men,1,11130,13,119880,0,378,2025,21811,46,HR,0.54,0.38,0.76,0.54,0.38,0.76,0.54,0.38,0.76,3,1,27.43
313,LTPA,4,,No,,Lee IM,Stroke,1,Both,Men,1,11130,13,119880,0,378,1136,12236,37,HR,0.78,0.53,1.15,0.78,0.53,1.15,0.78,0.53,1.15,4,1,39.07
313,LTPA,5,,No,,Lee IM,Stroke,1,Both,Men,1,11130,13,119880,0,378,1325,14271,46,HR,0.82,0.58,1.14,0.82,0.58,1.14,0.82,0.58,1.14,5,1,50.78
25,LTPA,1,,No,,Orsini N,Prostate cancer,1,Both,Men,1,36572,10,416172,4,1709,9143,104043,419,HR,1,,,1,,,1,,,1,1,0
25,LTPA,2,,No,,Orsini N,Prostate cancer,1,Both,Men,1,36572,10,416172,4,1709,9143,104043,414,HR,0.86,0.75,0.98,0.86,0.75,0.98,0.86,0.75,0.99,2,1,24.21
25,LTPA,3,,No,,Orsini N,Prostate cancer,1,Both,Men,1,36572,10,416172,4,1709,9143,104043,447,HR,0.91,0.79,1.04,0.91,0.79,1.04,0.91,0.79,1.05,3,1,42.42
25,LTPA,4,,No,,Orsini N,Prostate cancer,1,Both,Men,1,36572,10,416172,4,1709,9143,104043,429,HR,0.83,0.73,0.96,0.83,0.73,0.96,0.84,0.73,0.98,4,1,66.77
25,LTPA,5,,No,,Orsini N,Prostate cancer,1,Fatal,Men,1,36572,10,416172,4,100,9143,104043,20,HR,1,,,1,,,1,,,1,2,0
25,LTPA,6,,No,,Orsini N,Prostate cancer,1,Fatal,Men,1,36572,10,416172,4,100,9143,104043,25,HR,0.97,0.54,1.75,0.97,0.54,1.75,0.96,0.53,1.75,2,2,24.21
25,LTPA,7,,No,,Orsini N,Prostate cancer,1,Fatal,Men,1,36572,10,416172,4,100,9143,104043,27,HR,1.02,0.57,1.82,1.02,0.57,1.82,1.02,0.55,1.87,3,2,42.42
25,LTPA,8,,No,,Orsini N,Prostate cancer,1,Fatal,Men,1,36572,10,416172,4,100,9143,104043,28,HR,0.99,0.56,1.78,0.99,0.56,1.78,0.98,0.53,1.83,4,2,66.77
26,LTPA,1,,No,,Orsini N,All-cause cancer,1,Fatal,Men,1,28880,7,272425,0,1153,7662,68106,217,RR,1,,,,,,1,,,1,1,0
26,LTPA,2,,No,,Orsini N,All-cause cancer,1,Fatal,Men,1,28880,7,272426,0,1153,7662,68106,181,RR,0.9,0.7,1.08,,,,0.9,0.7,1.08,2,1,18.13
26,LTPA,3,,No,,Orsini N,All-cause cancer,1,Fatal,Men,1,28880,7,272427,0,1153,7662,68106,197,RR,0.85,0.62,1.1,,,,0.85,0.62,1.1,3,1,36.31
26,LTPA,4,,No,,Orsini N,All-cause cancer,1,Fatal,Men,1,28880,7,272428,0,1153,7662,68106,185,RR,0.71,0.52,0.85,,,,0.71,0.52,0.85,4,1,54.54
27,LTPA,1,,No,,"Rahman, I",Heart failure,1,Both,Men,1,31141,13,450523,0,3609,7927,114681,854,HR,1,,,,,,1,,,1,1,0
27,LTPA,2,,No,,"Rahman, I",Heart failure,1,Both,Men,1,31141,13,450523,0,3609,7981,115463,885,HR,1.03,1.02,1.04,,,,1.03,1.02,1.04,2,1,24.18
27,LTPA,3,,No,,"Rahman, I",Heart failure,1,Both,Men,1,31141,13,450523,0,3609,7619,110226,845,HR,1.03,1.03,1.05,,,,1.03,1.03,1.05,3,1,45.42
27,LTPA,4,,No,,"Rahman, I",Heart failure,1,Both,Men,1,31141,13,450523,0,3609,7614,110153,1025,HR,1.25,1.03,1.53,,,,1.25,1.03,1.53,4,1,63.67
60,LTPA,1,,No,,"Lee, I",Colon cancer,1,Both,Men,1,17607,18,325325,0,280,6927,116371,99,HR,1,,,,,,1,,,1,1,4.71
60,LTPA,2,,No,,"Lee, I",Colon cancer,1,Both,Men,1,17607,18,325325,0,280,5831,115457,100,HR,1.07,0.81,1.42,,,,1.07,0.81,1.42,2,1,18.7
60,LTPA,3,,No,,"Lee, I",Colon cancer,1,Both,Men,1,17607,18,325325,0,280,4849,93407,81,HR,1.08,0.81,1.46,,,,1.08,0.81,1.46,3,1,35.99
60,LTPA,4,,No,,"Lee, I",Rectum cancer,1,Both,Men,1,17607,18,325325,0,53,6927,116371,16,HR,1,,,,,,1,,,1,2,4.71
60,LTPA,5,,No,,"Lee, I",Rectum cancer,1,Both,Men,1,17607,18,325325,0,53,5831,115457,17,HR,1.17,0.59,2.32,,,,1.17,0.59,2.32,2,2,18.7
60,LTPA,6,,No,,"Lee, I",Rectum cancer,1,Both,Men,1,17607,18,325325,0,53,4849,93407,20,HR,1.71,0.88,3.31,,,,1.71,0.88,3.31,3,2,35.99
60,LTPA,7,,No,,"Lee, I",Prostate cancer,1,Both,Men,1,17607,18,325325,0,454,6927,116371,166,HR,1,,,,,,1,,,1,3,4.71
60,LTPA,8,,No,,"Lee, I",Prostate cancer,1,Both,Men,1,17607,18,325325,0,454,5831,115457,160,HR,1.01,0.81,1.26,,,,1.01,0.81,1.26,2,3,18.7
60,LTPA,9,,No,,"Lee, I",Prostate cancer,1,Both,Men,1,17607,18,325325,0,454,4849,93407,128,HR,1.04,0.82,1.31,,,,1.04,0.82,1.31,3,3,35.99
60,LTPA,10,,No,,"Lee, I",Lung cancer,1,Both,Men,1,17607,18,325325,0,262,6927,116371,128,HR,1,,,,,,1,,,1,4,4.71
60,LTPA,11,,No,,"Lee, I",Lung cancer,1,Both,Men,1,17607,18,325325,0,262,5831,115457,80,HR,0.72,0.54,0.95,,,,0.72,0.54,0.95,2,4,18.7
60,LTPA,12,,No,,"Lee, I",Lung cancer,1,Both,Men,1,17607,18,325325,0,262,4849,93407,54,HR,0.62,0.45,0.85,,,,0.62,0.45,0.85,3,4,35.99
59,LTPA,1,,No,,"Lee, I",All-cause mortality,1,Fatal,Men,1,13485,15,202275,0,2539,,68941,1032,HR,1,,,1,,,1,,,1,1,4.78
59,LTPA,2,,No,,"Lee, I",All-cause mortality,1,Fatal,Men,1,13485,15,202275,0,2539,,56825,672,HR,0.79,0.71,0.87,0.79,0.71,0.87,0.8,0.72,0.88,2,1,16.06
59,LTPA,3,,No,,"Lee, I",All-cause mortality,1,Fatal,Men,1,13485,15,202275,0,2539,,33958,366,HR,0.72,0.64,0.82,0.72,0.64,0.82,0.74,0.65,0.83,3,1,27.66
59,LTPA,4,,No,,"Lee, I",All-cause mortality,1,Fatal,Men,1,13485,15,202275,0,2539,,18653,215,HR,0.77,0.66,0.89,0.77,0.66,0.89,0.8,0.69,0.93,4,1,39.39
59,LTPA,5,,No,,"Lee, I",All-cause mortality,1,Fatal,Men,1,13485,15,202275,0,2539,,23899,254,HR,0.71,0.62,0.82,0.71,0.62,0.82,0.73,0.64,0.84,5,1,51.2
69,LTPA,1,,No,,"Sesso, H",Coronary heart disease,1,Both,Men,1,12516,16,166410,0,2135,2002,26618,438,HR,1,,,1,,,1,,,1,1,2.04
69,LTPA,2,,No,,"Sesso, H",Coronary heart disease,1,Both,Men,1,12516,16,166410,0,2135,2354,31298,429,HR,0.85,0.74,0.97,0.85,0.74,0.97,0.9,0.79,1.03,2,1,7.58
69,LTPA,3,,No,,"Sesso, H",Coronary heart disease,1,Both,Men,1,12516,16,166410,0,2135,3481,46283,552,HR,0.75,0.66,0.85,0.75,0.66,0.85,0.81,0.71,0.92,3,1,15.85
69,LTPA,4,,No,,"Sesso, H",Coronary heart disease,1,Both,Men,1,12516,16,166410,0,2135,2145,28519,322,HR,0.73,0.63,0.84,0.73,0.63,0.84,0.8,0.69,0.93,4,1,27.31
69,LTPA,5,,No,,"Sesso, H",Coronary heart disease,1,Both,Men,1,12516,16,166410,0,2135,2534,33692,394,HR,0.73,0.64,0.84,0.73,0.64,0.84,0.81,0.71,0.94,5,1,38.89
70,LTPA,1,,No,,"Shiroma, E",All-cause mortality,1,Fatal,Women,2,38671,16.4,635076,0,3170,11941,194422,1141,HR,1,,,1,,,1,,,1,1,0.96
70,LTPA,2,,No,,"Shiroma, E",All-cause mortality,1,Fatal,Women,2,38671,16.4,635076,0,3170,5763,94749,456,HR,0.67,0.6,0.75,0.74,0.66,0.83,0.72,0.64,0.81,2,1,3.77
